Name,address,star,Rating+Noreview,Rank,price,seat,openclosedate-time,type,facilities
Roots at Lasalle,51/12 ซอย สุขุมวิท 105 แขวง บางนา เขตบางนา กรุงเทพมหานคร ประเทศไทย กรุงเทพมหานคร,3.8, 9 เรตติ้ง (7 รีวิว),อันดับ #2 จาก 570, (101 - 250 บาท),11 - 40 ที่นั่ง,{'ทุกวัน': ['07:30 - 18:30']},"ร้านกาแฟ/ชา,ของหวาน,","[{'Roots at Lasalle': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
BOYY & SON CAFE,ถนนเพลินจิต กรุงเทพมหานคร (Gaysorn Village ชั้น G),3.7, 65 เรตติ้ง (54 รีวิว),"อันดับ #467 จาก 7,754", (101 - 250 บาท),ไม่เกิน 10 ที่นั่ง,{'ทุกวัน': ['08:00 - 20:00']},"คาเฟ่,ร้านกาแฟ/ชา,เบเกอรี/เค้ก,","[{'BOYY & SON CAFE': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
Ba Wang Cha Ji (ป้าหวังชาจี),ซอย สยามสแควร์ 1 ถนน พระรามที่ ๑ แขวง ปทุมวัน เขตปทุมวัน กรุงเทพมหานคร ประเทศไทย 10330 กรุงเทพมหานคร (ร้านอยู่ปากซอยสยามแควร์ ซอย 1 ติดกับ True 5G Shop),4.1, 19 เรตติ้ง (14 รีวิว),"อันดับ #381 จาก 27,965", (101 - 250 บาท),,{'ทุกวัน': ['10:00 - 21:00']},"ร้านกาแฟ/ชา,","[{'Ba Wang Cha Ji (ป้าหวังชาจี)': True, 'ที่จอดรถ': False, 'Wi-Fi': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True}]"
Rudy Rudy Home,261/17 แขวง บางขุนศรี เขตบางกอกน้อย กรุงเทพมหานคร ประเทศไทย กรุงเทพมหานคร,4.1, 4 เรตติ้ง (4 รีวิว),อันดับ #3 จาก 34, (ต่ำกว่า 100 บาท),ไม่เกิน 10 ที่นั่ง,{'ทุกวัน': ['10:00 - 21:00']},"อาหารฟิวชั่น,อาหารจานเดียว,ร้านกาแฟ/ชา,","[{'Rudy Rudy Home': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
Secret Wonderland (อาหารและเครื่องดื่ม by Secret Wonderland (รับทำข้าวกล่อง)),"111/1 ซอยพระรามหกที่ 24 ถนน พระราม6 แขวง ทุ่งพญาไท เขตราชเทวี กรุงเทพมหานคร ประเทศไทย 10400 กรุงเทพมหานคร (111/1 Rama 6 Soi 24 Thung Phaya Thai, Ratchathewi, BKK 10400)",4.2, 32 เรตติ้ง (22 รีวิว),อันดับ #8 จาก 519," (501 - 1,000 บาท)",11 - 40 ที่นั่ง,{'อังคาร - อาทิตย์': ['10:00 - 20:00']},"ร้านกาแฟ/ชา,คาเฟ่,อาหารนานาชาติ,","[{'Secret Wonderland (อาหารและเครื่องดื่ม by Secret Wonderland (รับทำข้าวกล่อง))': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True, 'แอลกอฮอล์': True}]"
Needed.Cafe (Needed.Cafe),"20 ซอยจรัญสนิทวงศ์ 53, บางบำหรุ, กรุงเทพมหานคร, 10700, ประเทศไทย กรุงเทพมหานคร",4.1, 1 เรตติ้ง (1 รีวิว),อันดับ #5 จาก 115, (ต่ำกว่า 100 บาท),ไม่เกิน 10 ที่นั่ง,"{'จันทร์ - พุธ': ['09:00 - 17:00'], 'ศุกร์': ['09:00 - 17:00'], 'เสาร์, อาทิตย์': ['10:00 - 17:00']}","คาเฟ่,ร้านกาแฟ/ชา,ของหวาน,","[{'Needed.Cafe (Needed.Cafe)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
Karun Thai Tea,8 ซอย สุขุมวิท 35 เขตวัฒนา กรุงเทพมหานคร 10110 กรุงเทพมหานคร,4, 21 เรตติ้ง (12 รีวิว),"อันดับ #388 จาก 27,965", (ต่ำกว่า 100 บาท),,"{'จันทร์': ['10:30 - 21:00'], 'อังคาร - อาทิตย์': ['10:00 - 21:00']}","ร้านกาแฟ/ชา,","[{'Karun Thai Tea': True, 'ที่จอดรถ': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True}]"
SINGLE LANE Specialty Coffee,ค่าส่งเริ่มต้น 0 บาท *ภายในระยะทางที่กำหนด,4.1, 34 เรตติ้ง (24 รีวิว),อันดับ #17 จาก 177, (101 - 250 บาท),11 - 40 ที่นั่ง,"{'จันทร์ - ศุกร์': ['08:30 - 17:30'], 'เสาร์, อาทิตย์': ['09:00 - 18:00']}","คาเฟ่,ร้านกาแฟ/ชา,","[{'SINGLE LANE Specialty Coffee': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
เวลาเดินทาง (Veladerntang),11 ซอย 5 พระรามเก้า 43 แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร ประเทศไทย กรุงเทพมหานคร,4, 19 เรตติ้ง (19 รีวิว),อันดับ #10 จาก 677, (ต่ำกว่า 100 บาท),,"{'จันทร์ - ศุกร์': ['07:30 - 16:00'], 'เสาร์, อาทิตย์': ['08:00 - 17:30']}","ร้านกาแฟ/ชา,เบเกอรี/เค้ก,","[{'เวลาเดินทาง (Veladerntang)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
solos coffee,"302, ถนนเสรี 9, สวนหลวง, กรุงเทพมหานคร, 10250, ประเทศไทย กรุงเทพมหานคร (บ้านหลังสีขาวประตูสีดำ   ตรงข้าม ป้าย เสรี ซ.7)",4.1, 20 เรตติ้ง (14 รีวิว),อันดับ #15 จาก 214," (501 - 1,000 บาท)",ไม่เกิน 10 ที่นั่ง,"{'อังคาร - พุธ': ['09:00 - 17:00'], 'พฤหัสบดี - เสาร์': ['10:00 - 17:00'], 'อาทิตย์': ['09:00 - 17:00']}","คาเฟ่,ร้านกาแฟ/ชา,","[{'solos coffee': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
Taomee Cafe ต้าวหมีคาเฟ่ นมหมีปั่นไม่ใส่น้ำเเข็ง (ลาดพร้าว71),"44, 76 ถ. นาคนิวาส ลาดพร้าว ลาดพร้าว กรุงเทพมหานคร กรุงเทพมหานคร",4.1, 5 เรตติ้ง (4 รีวิว),อันดับ #14 จาก 217, (ต่ำกว่า 100 บาท),,{'ทุกวัน': ['10:00 - 23:59']},"คาเฟ่,ร้านกาแฟ/ชา,ของหวาน,","[{'Taomee Cafe ต้าวหมีคาเฟ่ นมหมีปั่นไม่ใส่น้ำเเข็ง (ลาดพร้าว71)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True}]"
Panleebakery (ปั้นลี่เบเกอรี่),ถนน เจริญกรุง กรุงเทพมหานคร (หัวมุมสีลม ฝั่งโรงพยาบาลเลิดสิน ถนนเจริญกรุง),4.2, 98 เรตติ้ง (82 รีวิว),อันดับ #22 จาก 329, (ต่ำกว่า 100 บาท),11 - 40 ที่นั่ง,{'ทุกวัน': ['07:30 - 16:30']},"เบเกอรี/เค้ก,ร้านกาแฟ/ชา,เครื่องดื่ม/น้ำผลไม้,","[{'Panleebakery (ปั้นลี่เบเกอรี่)': True, 'ที่จอดรถ': False, 'Wi-Fi': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True}]"
Summer Bowl,"251/1 Thonglor 13, Sukhumvit 55 กรุงเทพมหานคร (Seen Space Thonglor)",3.9, 38 เรตติ้ง (28 รีวิว),"อันดับ #393 จาก 27,965", (251 - 500 บาท),11 - 40 ที่นั่ง,{'ทุกวัน': ['10:00 - 20:00']},"ร้านกาแฟ/ชา,ไอศกรีม,ของหวาน,","[{'Summer Bowl': True, 'ที่จอดรถ': True, 'Wi-Fi': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True}]"
Hongcha cafe (หงฉา คาเฟ่),"31/1, Soi สำราญราษฎร์ พระนคร กรุงเทพมหานคร กรุงเทพมหานคร (Hongcha cafe ?? ???)",4, 2 เรตติ้ง (1 รีวิว),"อันดับ #487 จาก 7,754", (ต่ำกว่า 100 บาท),ไม่เกิน 10 ที่นั่ง,"{'จันทร์ - ศุกร์': ['08:00 - 16:00'], 'เสาร์, อาทิตย์': ['09:00 - 17:00']}","คาเฟ่,ร้านกาแฟ/ชา,","[{'Hongcha cafe (หงฉา คาเฟ่)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
Wonjeon-วอนจอน (วอนจอน),ร้านอาหารเกาหลีวอนจอน 316 เฮอร์ริเทจอพาร์ธเม้นท์ ห้องริมชั้น 1 ซอยประชาชื่น12 ทุ่งสองห้อง หลักสี่ กทม.10210 กรุงเทพมหานคร ((อาคารติดมินิบิ๊กซี)),4, 24 เรตติ้ง (21 รีวิว),อันดับ #1 จาก 58, (251 - 500 บาท),11 - 40 ที่นั่ง,"{'จันทร์ - อังคาร': ['11:00 - 20:30'], 'พุธ - เสาร์': ['11:00 - 21:00'], 'อาทิตย์': ['11:00 - 20:00']}","อาหารเกาหลี,ร้านกาแฟ/ชา,เบเกอรี/เค้ก,","[{'Wonjeon-วอนจอน (วอนจอน)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True}]"
Espressoman Coffee Stand,51/4 ซอยสุขุมวิท 49 กรุงเทพมหานคร (ร้านตั้งอยู่หน้าวิลล่า มาร์เก็ต ในซอยสุขุมวิท 49 ก่อนถึง รพ.สมิติเวช),4.1, 13 เรตติ้ง (11 รีวิว),"อันดับ #396 จาก 27,965", (ต่ำกว่า 100 บาท),ไม่มีที่นั่ง/จัดส่งเท่านั้น,{'ทุกวัน': ['07:00 - 16:30']},"ร้านกาแฟ/ชา,","[{'Espressoman Coffee Stand': True, 'ที่จอดรถ': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True}]"
Rice room canteen and Kepler BKK (Rice room canteen and Kepler BKK),เลขที่ 1 ซอยลาซาล 8 แขวงบางนาใต้ เขตบางนา กรุงเทพมหานคร 10260 กรุงเทพมหานคร,3.9, 11 เรตติ้ง (8 รีวิว),อันดับ #11 จาก 192, (ต่ำกว่า 100 บาท),ไม่เกิน 10 ที่นั่ง,"{'จันทร์': ['09:00 - 18:00'], 'พุธ - อาทิตย์': ['09:00 - 18:00']}","คาเฟ่,ร้านกาแฟ/ชา,อาหารไทย,","[{'Rice room canteen and Kepler BKK (Rice room canteen and Kepler BKK)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True}]"
บด กด ชง cafe (Bod Kod Chong),หมู่บ้านสัมมากร ซ.20 ซ.รามคำแหง 112 กรุงเทพมหานคร,4.1, 38 เรตติ้ง (34 รีวิว),อันดับ #5 จาก 380, (101 - 250 บาท),,"{'จันทร์ - ศุกร์': ['07:00 - 17:00'], 'เสาร์, อาทิตย์': ['07:00 - 18:00']}","ร้านกาแฟ/ชา,คาเฟ่,เบเกอรี/เค้ก,","[{'บด กด ชง cafe (Bod Kod Chong)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True}]"
blackwood.bkk,1839 ซอยเจริญกรุง 71 กรุงเทพมหานคร,3.7, 18 เรตติ้ง (16 รีวิว),อันดับ #6 จาก 222, (101 - 250 บาท),11 - 40 ที่นั่ง,"{'จันทร์': ['08:00 - 19:30'], 'อังคาร': ['09:00 - 19:30'], 'พุธ - ศุกร์': ['08:00 - 19:30'], 'เสาร์, อาทิตย์': ['09:00 - 17:00']}","ร้านกาแฟ/ชา,","[{'blackwood.bkk': True, 'ที่จอดรถ': False, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True, 'แอลกอฮอล์': True}]"
Clover Cup Coffee,2/2 เอกชัย แขวง บางบอน เขตบางบอน กรุงเทพมหานคร ประเทศไทย กรุงเทพมหานคร,4.1, 5 เรตติ้ง (4 รีวิว),อันดับ #2 จาก 449, (ต่ำกว่า 100 บาท),11 - 40 ที่นั่ง,{'อังคาร - อาทิตย์': ['08:00 - 17:00']},"ร้านกาแฟ/ชา,","[{'Clover Cup Coffee': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
Riri Cafe,260 ถนนราชวงศ์ กรุงเทพมหานคร (เดินจากท่าน้ำราชวงศ์อยู่ฟุตบาทฝั่งซ้ายมือ เลขที่260),4.1, 28 เรตติ้ง (24 รีวิว),อันดับ #14 จาก 63, (ต่ำกว่า 100 บาท),11 - 40 ที่นั่ง,"{'จันทร์ - ศุกร์': ['07:00 - 17:00'], 'เสาร์, อาทิตย์': ['09:00 - 17:00']}","คาเฟ่,ร้านกาแฟ/ชา,","[{'Riri Cafe': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True}]"
เมล็ด MaLet's Cafe,ปากซอยเจริญกรุง 36 ถนน เจริญกรุง กรุงเทพมหานคร,4, 44 เรตติ้ง (35 รีวิว),อันดับ #14 จาก 629, (101 - 250 บาท),11 - 40 ที่นั่ง,"{'จันทร์ - ศุกร์': ['08:00 - 17:00'], 'เสาร์, อาทิตย์': ['09:00 - 18:00']}","ร้านกาแฟ/ชา,คาเฟ่,","[{""เมล็ด MaLet's Cafe"": True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
Black Diamond Cafe,538/1 ถ. สุคนธสวัสดิ์ แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร ประเทศไทย กรุงเทพมหานคร,3.9, 7 เรตติ้ง (6 รีวิว),อันดับ #14 จาก 684, (101 - 250 บาท),41 - 80 ที่นั่ง,"{'จันทร์ - เสาร์': ['07:30 - 17:30'], 'อาทิตย์': ['07:30 - 17:00']}","ร้านกาแฟ/ชา,เบอร์เกอร์,อาหารนานาชาติ,","[{'Black Diamond Cafe': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
Hibicha ฮิบิฉะ (Hibicha),ค่าส่งเริ่มต้น 0 บาท *ภายในระยะทางที่กำหนด,4.1, 9 เรตติ้ง (5 รีวิว),"อันดับ #496 จาก 7,754", (ต่ำกว่า 100 บาท),11 - 40 ที่นั่ง,"{'จันทร์ - ศุกร์': ['08:00 - 18:30'], 'เสาร์, อาทิตย์': ['09:00 - 20:00']}","คาเฟ่,ร้านกาแฟ/ชา,","[{'Hibicha ฮิบิฉะ (Hibicha)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
CHALALA,อาคาร S-Mart AWC 35/2 ถนน ประเสริฐมนูกิจ 29 กรุงเทพมหานคร,4.1, 1 เรตติ้ง (1 รีวิว),อันดับ #15 จาก 217, (ต่ำกว่า 100 บาท),,{'ทุกวัน': ['10:00 - 18:00']},"คาเฟ่,ร้านกาแฟ/ชา,เบเกอรี/เค้ก,","[{'CHALALA': True, 'เดลิเวอรี': True}]"
Cafe Phom Kanom Ter (กาแฟผม ขนมเธอ),"18/54, ซอยงามวงศ์วาน 43 แยก 2-20 ทุ่งสองห้อง หลักสี่ กรุงเทพมหานคร กรุงเทพมหานคร (ร้านอยุ่หัวมุม  ใกล้ๆร้านก๋วยเตี๋ยวใจปั้ม,)",4, 75 เรตติ้ง (58 รีวิว),อันดับ #4 จาก 519, (101 - 250 บาท),11 - 40 ที่นั่ง,{'อังคาร - อาทิตย์': ['09:00 - 18:00']},"ร้านกาแฟ/ชา,เบเกอรี/เค้ก,","[{'Cafe Phom Kanom Ter (กาแฟผม ขนมเธอ)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
One Ounce for Onion (วัน ออนซ์ ฟอร์ อันเนี่ยน),19/2 ซอย เอกมัย 12 ซอย สุขุมวิท 63 กรุงเทพมหานคร (ตั้งอยู่ที : เข้าซอย 300 เมตร ผ่านคอนโด ceil เลี้ยวซ้ายจะเจอร้าน escape ให้เลี้ยวเข้าซอย จากนั้นเลี้ยวขวาแรก ร้านจะอยู่สุดซอยซ้ายมือ),3.9, 97 เรตติ้ง (77 รีวิว),อันดับ #66 จาก 370, (101 - 250 บาท),11 - 40 ที่นั่ง,{'ทุกวัน': ['09:00 - 18:00']},"คาเฟ่,ร้านกาแฟ/ชา,อาหารเช้า,","[{'One Ounce for Onion (วัน ออนซ์ ฟอร์ อันเนี่ยน)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': True, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True}]"
VIBE Coffee & Plant-Based Food (VIBE Coffee & Plant-Based Food),118/467 อาคารอี ชั้น1 วีธาราสุขุมวิท 36 ซอยแสนสบาย แขวงพระโขนง เขตคลองเตย กรุงเทพมหานคร 10110 กรุงเทพมหานคร,4.2, 14 เรตติ้ง (7 รีวิว),อันดับ #13 จาก 532, (101 - 250 บาท),11 - 40 ที่นั่ง,{'ทุกวัน': ['07:00 - 19:00']},"ร้านกาแฟ/ชา,อาหารมังสวิรัติ,อาหารคลีน/สลัด,","[{'VIBE Coffee & Plant-Based Food (VIBE Coffee & Plant-Based Food)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
Mambo Studio & Cafe (Mambo Studio & Cafe),"59/28 Thanon Yannawa, Bang Phong Phang, Khet Yan Nawa, Krung Thep Maha Nakhon, Thailand 10120 กรุงเทพมหานคร",4, 15 เรตติ้ง (11 รีวิว),อันดับ #2 จาก 101, (101 - 250 บาท),ไม่เกิน 10 ที่นั่ง,"{'จันทร์ - เสาร์': ['10:00 - 18:00'], 'อาทิตย์': ['10:00 - 17:30']}","คาเฟ่,ชานมไข่มุก,ร้านกาแฟ/ชา,","[{'Mambo Studio & Cafe (Mambo Studio & Cafe)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
MATCHA & MORE,"299, MATCHA & MORE ร้านสีขาว อยู่ด้านในลานจอดรถโครงการสวนหมาก เข้ามาด้านในอยู่ด้านขวา ติดกับร้านตัดผม (ฝั่งเดียวกับร้าน Dino Papa) บางมด ทุ่งครุ กรุงเทพมหานคร กรุงเทพมหานคร (ร้านสีขาว เข้ามาด้านในลานจอดรถอยู่ด้านขวา (ฝั่งเดียวกับร้าน Dino Papa))",4.2, 11 เรตติ้ง (6 รีวิว),อันดับ #3 จาก 167, (101 - 250 บาท),ไม่เกิน 10 ที่นั่ง,{'พุธ - อาทิตย์': ['12:30 - 20:30']},"คาเฟ่,ร้านกาแฟ/ชา,เครื่องดื่ม/น้ำผลไม้,","[{'MATCHA & MORE': True, 'ที่จอดรถ': True, 'Wi-Fi': False, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True}]"
Flavour Factor,108/1 ถนนสุขุมวิท26 กรุงเทพมหานคร (Warehouse 26 ปากทางเข้ามีร้านถิงถิง เข้ามาเลี้ยวขวา),4, 27 เรตติ้ง (12 รีวิว),อันดับ #6 จาก 75, (251 - 500 บาท),81 - 150  ที่นั่ง,{'ทุกวัน': ['15:00 - 23:59']},"สเต๊ก,ร้านกาแฟ/ชา,อาหารฟิวชั่น,","[{'Flavour Factor': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True, 'แอลกอฮอล์': True}]"
Voiij Coffee & Stuff (วอยเอจ),"117/2, สุขุมวิท 55 คลองตันเหนือ วัฒนา กรุงเทพมหานคร กรุงเทพมหานคร (อาคารปานจิตต์ (ระหว่างทองหล่อ ซ.5 และ ซ.7))",4.1, 4 เรตติ้ง (3 รีวิว),"อันดับ #414 จาก 27,965", (101 - 250 บาท),,"{'จันทร์ - ศุกร์': ['07:30 - 18:00'], 'เสาร์, อาทิตย์': ['08:30 - 18:00']}","ร้านกาแฟ/ชา,","[{'Voiij Coffee & Stuff (วอยเอจ)': True, 'ที่จอดรถ': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True}]"
ติ๋มนมสด (Tim Nom Sod),229 ถ.มหาไชย แขวงสำราญราษฎร์ เขตพระนคร กทม. 10200 กรุงเทพมหานคร,3.8, 18 เรตติ้ง (16 รีวิว),อันดับ #20 จาก 496, (ต่ำกว่า 100 บาท),,{'ทุกวัน': ['17:30 - 23:30']},"ร้านกาแฟ/ชา,ของหวาน,","[{'ติ๋มนมสด (Tim Nom Sod)': True, 'ที่จอดรถ': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True}]"
บันนี่ (BUNNY),ค่าส่งเริ่มต้น 0 บาท *ภายในระยะทางที่กำหนด,4.1, 4 เรตติ้ง (4 รีวิว),อันดับ #9 จาก 742, (ต่ำกว่า 100 บาท),ไม่เกิน 10 ที่นั่ง,{'จันทร์ - เสาร์': ['07:00 - 17:00']},"ร้านกาแฟ/ชา,ชานมไข่มุก,คาเฟ่,","[{'บันนี่ (BUNNY)': True, 'ที่จอดรถ': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True}]"
Blue Cheri (Blue Ch?ri),Blue Ch?ri Coffee ห้าง People Park ลานกิจกรรม เลขที่ 486 ซอยสุขุมวิท 81 ถนนอ่อนนุช แขวงอ่อนนุช เขตสวนหลวง กรุงเทพ 10250 กรุงเทพมหานคร (Delivery Only),3.9, 51 เรตติ้ง (33 รีวิว),อันดับ #12 จาก 677, (ต่ำกว่า 100 บาท),11 - 40 ที่นั่ง,"{'จันทร์ - ศุกร์': ['07:00 - 18:00'], 'เสาร์, อาทิตย์': ['08:00 - 18:00']}","ร้านกาแฟ/ชา,เบเกอรี/เค้ก,","[{'Blue Cheri (Blue Ch?ri)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
(Cafe'Masscof) กาแฟ ชา ชานมไข่มุก คาเฟ่ แมสคอฟ ((Cafe'Masscof)),257/3 ซอย ลาดพร้าว 101 เขตวังทองหลาง กรุงเทพมหานคร 10310 กรุงเทพมหานคร,4.1, 33 เรตติ้ง (28 รีวิว),อันดับ #12 จาก 732, (101 - 250 บาท),ไม่เกิน 10 ที่นั่ง,"{'จันทร์ - พุธ': ['07:30 - 17:00'], 'ศุกร์ - อาทิตย์': ['07:30 - 17:00']}","ร้านกาแฟ/ชา,ชานมไข่มุก,","[{""(Cafe'Masscof) กาแฟ ชา ชานมไข่มุก คาเฟ่ แมสคอฟ ((Cafe'Masscof))"": True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True}]"
UNI COFFEE ROASTERY (ยูนิคอฟฟี่โรสเตอรี่),"10th Floor, Siam Scape Commercial Mall ปทุมวัน ปทุมวัน กรุงเทพมหานคร กรุงเทพมหานคร (SiamScape (สยามสเคป))",3.8, 6 เรตติ้ง (6 รีวิว),"อันดับ #400 จาก 27,965", (101 - 250 บาท),,{'ทุกวัน': ['08:30 - 19:30']},"ร้านกาแฟ/ชา,ของหวาน,เครื่องดื่ม/น้ำผลไม้,","[{'UNI COFFEE ROASTERY (ยูนิคอฟฟี่โรสเตอรี่)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
Simple Cafe,"111, นาวงประชาพัฒนาวง สีกัน ดอนเมือง กรุงเทพมหานคร กรุงเทพมหานคร",4.1, 1 เรตติ้ง (1 รีวิว),อันดับ #4 จาก 630, (ต่ำกว่า 100 บาท),,{'ทุกวัน': ['06:00 - 16:00']},"ร้านกาแฟ/ชา,คาเฟ่,เครื่องดื่ม/น้ำผลไม้,","[{'Simple Cafe': True, 'เดลิเวอรี': True}]"
